NOMENCLATURE,JSF PART NUMBER,MFR PART NUMBER,SMR,EEL,TURN-IN,SERIAL
"INSULATION, CENTRE-",2ASV00810-0002,2ASV00810-0002,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00810-0003,2ASV00810-0003,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00810-0004,2ASV00810-0004,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00811-0001,2ASV00811-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00811-0002,2ASV00811-0002,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00812-0001,2ASV00812-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00813-0001,2ASV00813-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00814-0001,2ASV00814-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00815-0001,2ASV00815-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00816-0001,2ASV00816-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00817-0001,2ASV00817-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00818-0001,2ASV00818-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00819-0001,2ASV00819-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00820-0001,2ASV00820-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00821-0001,2ASV00821-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00822-0001,2ASV00822-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00822-0002,2ASV00822-0002,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00823-0001,2ASV00823-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00823-0002,2ASV00823-0002,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00824-0001,2ASV00824-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00824-0002,2ASV00824-0002,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00825-0001,2ASV00825-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00825-0002,2ASV00825-0002,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00826-0001,2ASV00826-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00827-0001,2ASV00827-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00828-0001,2ASV00828-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00829-0001,2ASV00829-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00830-0001,2ASV00830-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00831-0001,2ASV00831-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00832-0001,2ASV00832-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00832-0002,2ASV00832-0002,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00833-0001,2ASV00833-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00833-0002,2ASV00833-0002,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00834-0001,2ASV00834-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00834-0002,2ASV00834-0002,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00835-0001,2ASV00835-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00835-0002,2ASV00835-0002,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00836-0001,2ASV00836-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00836-0002,2ASV00836-0002,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00837-0001,2ASV00837-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00837-0002,2ASV00837-0002,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00837-0003,2ASV00837-0003,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00837-0004,2ASV00837-0004,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00838-0001,2ASV00838-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00838-0002,2ASV00838-0002,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00838-0003,2ASV00838-0003,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00838-0004,2ASV00838-0004,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00838-0005,2ASV00838-0005,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00838-0006,2ASV00838-0006,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00839-0001,2ASV00839-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00839-0002,2ASV00839-0002,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00840-0001,2ASV00840-0001,XBOZZN,NO,NO,NO
"INSULATION, CENTRE-",2ASV00840-0002,2ASV00840-0002,XBOZZN,NO,NO,NO
"EDF,RUDDER TIE ROD",2ASV11240-0001,2ASV11240-0001,PAOZZN,NO,NO,YES
"EDF,RUDDER TIE ROD",2ASV11240-0001,SL51239-101,PAOZZN,NO,NO,YES
"EDF,RUDDER TIE ROD",2ASV11240-0003,2ASV11240-0003,PAOZZN,NO,NO,YES
"EDF,RUDDER TIE ROD",2ASV11240-0003,SL51239-103,PAOZZN,NO,NO,YES
"EDF,RUDDER EHA LIVE",2ASV11242-0001,2ASV11242-0001,PAOZZN,NO,NO,YES
"EDF,RUDDER,EARTHEND",2ASV11242-0001,SL52093,PAOZZN,NO,NO,YES
"EDF,RUDDER,EARTHEND",2ASV11242-0001,SL52093-400,PAOZZN,NO,NO,YES
"EDF,RUDDER EHA KEEL",2ASV11243-0001,2ASV11243-0001,PAODDT,NO,YES,YES
"EDF,RUDDER EHA KEEL",2ASV11243-0001,SL52094,PAOZZN,NO,NO,YES
"EDF,RUDDER UP KICK",2ASV11243-0003,SL52094-103,PAOZZN,NO,NO,YES
"EDF,RUDDER EHA SPRT",2ASV11244-0003,SL50307,PAOZZN,NO,NO,NO
"EDF,RUDDER,LIVE END",2ASV11252-0001,SL52098,PAOZZN,NO,NO,YES
"EDF,RUDDER,LIVE END",2ASV11252-0001,SL52098-400,PAOZZN,NO,NO,YES
THERMAL BLANKET,2ASV12964-0001,2ASV12964-0001,XBOZZN,NO,NO,NO
THERMAL BLANKET,2ASV13632-0001,1-11006-00-00,PAOZZN,NO,NO,NO
THERMAL BLANKET,2ASV13632-0001,2ASV13632-0001,PAOZZN,NO,NO,NO
THERMAL BLANKET,2ASV13633-0001,1-11007-00-00,PAOZZN,NO,NO,NO
THERMAL BLANKET,2ASV13633-0001,2ASV13633-0001,PAOZZN,NO,NO,NO
THERMAL BLANKET-FWD,2ASV13651-0001,2ASV13651-0001,PAOZZN,NO,NO,NO
THERMAL BLANKET-AFT,2ASV13652-0001,2ASV13652-0001,PAOZZN,NO,NO,NO
PTMS LIQUID COOLING,2ATH00014-0001,2ATH00014-0001,XBOZZN,NO,NO,NO
PTMS TEMP SENSOR IN,2ATH00025-0001,2ATH00025-0001,XBOZZN,NO,NO,NO
PTMS AIR COOLING BR,2ATH00061-0003,2ATH00061-0003,PAOZZN,NO,NO,NO
PTMS AIR COOLING BR,2ATH00062-0003,2ATH00062-0003,PAOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00361-0003,2ATH00361-0003,PAOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00361-0005,2ATH00361-0005,PAOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00361-0007,2ATH00361-0007,PAOZZN,NO,NO,NO
PIPE DETAIL,2ATH00362-0003,2ATH00362-0003,XBOZZN,NO,NO,NO
PIPE DETAIL,2ATH00362-0005,2ATH00362-0005,XBOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00363-0003,2ATH00363-0003,XBOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00368-0005,2ATH00368-0005,PAOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00368-0007,2ATH00368-0007,PAOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00370-0003,2ATH00370-0003,XBOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00370-0005,2ATH00370-0005,XBOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00372-0003,2ATH00372-0003,XBOZZN,NO,NO,NO
FLANGE,2ATH00378-0003,2ATH00378-0003,XBOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00380-0003,2ATH00380-0003,XBOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00380-0005,2ATH00380-0005,XBOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00380-0007,2ATH00380-0007,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, RH L",2ATH00386-0001,2ATH00386-0001,XBOZZN,NO,NO,NO
"TUBE, RH LC, PTMS",2ATH00387-0001,2ATH00387-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, RH L",2ATH00388-0001,2ATH00388-0001,XBOZZN,NO,NO,NO
"TUBE, RH LC, PTMS",2ATH00389-0001,2ATH00389-0001,XBOZZN,NO,NO,NO
"TUBE ASSY, RH LC, P",2ATH00390-0001,2ATH00390-0001,XBOZZN,NO,NO,NO
"TUBE, RH LC, PTMS",2ATH00391-0001,2ATH00391-0001,XBOZZN,NO,NO,NO
"TUBE ASSY, RH LC, P",2ATH00392-0001,2ATH00392-0001,XBOZZN,NO,NO,NO
TUBE,2ATH00393-0001,2ATH00393-0001,XBOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00397-0001,2ATH00397-0001,PAOZZN,NO,NO,NO
"TUBE, PTMS AIR COOL",2ATH00398-0001,2ATH00398-0001,XBOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00399-0001,2ATH00399-0001,PAOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00399-0003,2ATH00399-0003,PAOZZN,NO,NO,NO
"TUBE, PTMS AIR COOL",2ATH00400-0001,2ATH00400-0001,XBOZZN,NO,NO,NO
"TUBE, PTMS AIR COOL",2ATH00401-0001,2ATH00401-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00402-0001,2ATH00402-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00404-0001,2ATH00404-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00404-0003,2ATH00404-0003,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00406-0001,2ATH00406-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00406-0002,2ATH00406-0002,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00408-0001,2ATH00408-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00408-0002,2ATH00408-0002,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00410-0001,2ATH00410-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00410-0002,2ATH00410-0002,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00412-0001,2ATH00412-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00412-0002,2ATH00412-0002,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00414-0001,2ATH00414-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00414-0002,2ATH00414-0002,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00416-0001,2ATH00416-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00416-0002,2ATH00416-0002,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00418-0001,2ATH00418-0001,XBOZZN,NO,NO,NO
PTMS LIQUID COOLING,2ATH00424-0001,2ATH00424-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00427-0003,2ATH00427-0003,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00429-0001,2ATH00429-0001,XBOZZN,NO,NO,NO
TUBE ASSEMBLY LIQUI,2ATH00429-0003,2ATH00429-0003,PAODDT,NO,YES,NO
TUBEPTMS AIR COOL,2ATH00431-0001,2ATH00431-0001,XBOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00453-0001,2ATH00453-0001,XBOZZN,NO,NO,NO
TUBE ASSEMBLY,2ATH00454-0001,2ATH00454-0001,XBOZZN,NO,NO,NO
TUBE ASSEMBLY,2ATH00454-0002,2ATH00454-0002,XBOZZN,NO,NO,NO
LIQ COOLING TUBE,2ATH00455-0001,2ATH00455-0001,XBOZZN,NO,NO,NO
LIQ COOLING TUBE,2ATH00455-0002,2ATH00455-0002,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00456-0001,2ATH00456-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00456-0002,2ATH00456-0002,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00457-0001,2ATH00457-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00457-0002,2ATH00457-0002,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00458-0001,2ATH00458-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00458-0002,2ATH00458-0002,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00459-0001,2ATH00459-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00459-0002,2ATH00459-0002,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00460-0001,2ATH00460-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00460-0002,2ATH00460-0002,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00461-0001,2ATH00461-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00461-0002,2ATH00461-0002,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00462-0001,2ATH00462-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00462-0002,2ATH00462-0002,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00463-0001,2ATH00463-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00463-0002,2ATH00463-0002,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00464-0001,2ATH00464-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00464-0002,2ATH00464-0002,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00465-0001,2ATH00465-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00465-0002,2ATH00465-0002,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00470-0001,2ATH00470-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00470-0002,2ATH00470-0002,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00471-0001,2ATH00471-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00471-0002,2ATH00471-0002,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00472-0001,2ATH00472-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00472-0002,2ATH00472-0002,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00473-0001,2ATH00473-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00473-0002,2ATH00473-0002,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00474-0001,2ATH00474-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00475-0001,2ATH00475-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00476-0001,2ATH00476-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00477-0001,2ATH00477-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00482-0003,2ATH00482-0003,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00483-0003,2ATH00483-0003,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY,LIQUI",2ATH00484-0001,2ATH00484-0001,XBOZZN,NO,NO,NO
TUBE ASSEMBLY LIQUI,2ATH00484-0003,2ATH00484-0003,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00485-0001,2ATH00485-0001,XBOZZN,NO,NO,NO
"TUBE, PTMS AIR COOL",2ATH00486-0001,2ATH00486-0001,XBOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00487-0001,2ATH00487-0001,PAOZZN,NO,NO,NO
"TUBE, PTMS AIR COOL",2ATH00488-0001,2ATH00488-0001,XBOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00489-0001,2ATH00489-0001,XBOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00489-0003,2ATH00489-0003,XBOZZN,NO,NO,NO
"TUBE ASSY, PTMS AIR",2ATH00489-0005,2ATH00489-0005,XBOZZN,NO,NO,NO
"TUBE, PTMS AIR COOL",2ATH00490-0001,2ATH00490-0001,XBOZZN,NO,NO,NO
"TUBE, PTMS AIR COOL",2ATH00491-0001,2ATH00491-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00492-0001,2ATH00492-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00493-0001,2ATH00493-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00494-0001,2ATH00494-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00495-0001,2ATH00495-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00496-0001,2ATH00496-0001,XBOZZN,NO,NO,NO
"TUBE, PTMS AIR COOL",2ATH00499-0001,2ATH00499-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00502-0001,2ATH00502-0001,XBODDT,NO,YES,NO
"TUBE ASSEMBLY, LIQ",2ATH00502-0003,2ATH00502-0003,PAOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00503-0001,2ATH00503-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00504-0003,2ATH00504-0003,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00505-0003,2ATH00505-0003,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00506-0001,2ATH00506-0001,XBODDT,NO,YES,NO
"TUBE ASSEMBLY, LIQ",2ATH00506-0003,2ATH00506-0003,XBODDT,NO,YES,NO
"TUBE ASSEMBLY, LIQ",2ATH00506-0005,2ATH00506-0005,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00507-0001,2ATH00507-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00507-0003,2ATH00507-0003,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00520-0001,2ATH00520-0001,XBODDT,NO,YES,NO
"TUBE ASSEMBLY, LIQU",2ATH00520-0002,2ATH00520-0002,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00521-0001,2ATH00521-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00521-0002,2ATH00521-0002,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00522-0001,2ATH00522-0001,XBODDT,NO,YES,NO
"TUBE ASSEMBLY, LIQU",2ATH00522-0002,2ATH00522-0002,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00523-0001,2ATH00523-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00523-0002,2ATH00523-0002,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00526-0001,2ATH00526-0001,PAOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00527-0001,2ATH00527-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00528-0003,2ATH00528-0003,PAOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00529-0003,2ATH00529-0003,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00530-0001,2ATH00530-0001,XBODDT,NO,YES,NO
"TUBE ASSEMBLY, LIQ",2ATH00530-0003,2ATH00530-0003,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00531-0001,2ATH00531-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00540-0001,2ATH00540-0001,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00541-0001,2ATH00541-0001,XBOZZN,NO,NO,NO
"MACHINING, FLOW SEN",2ATH00542-0003,2ATH00542-0003,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00544-0001,2ATH00544-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00545-0001,2ATH00545-0001,XBOZZN,NO,NO,NO
"TUBE, PTMS AIR COOL",2ATH00546-0001,2ATH00546-0001,XBOZZN,NO,NO,NO
HOUSING,2ATH00548-0003,2ATH00548-0003,XBOZZN,NO,NO,NO
HOUSING,2ATH00549-0003,2ATH00549-0003,XBOZZN,NO,NO,NO
PTMS AIR COOLING IN,2ATH00551-0001,2ATH00551-0001,XBOZZN,NO,NO,NO
PTMS AIR COOLING IN,2ATH00552-0003,2ATH00552-0003,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00553-0001,2ATH00553-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00554-0001,2ATH00554-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00555-0001,2ATH00555-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00556-0001,2ATH00556-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00557-0001,2ATH00557-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00558-0001,2ATH00558-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00559-0001,2ATH00559-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00560-0001,2ATH00560-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00561-0001,2ATH00561-0001,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00562-0001,2ATH00562-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00563-0001,2ATH00563-0001,XBODDT,NO,YES,NO
"TUBE ASSEMBLY, LIQ",2ATH00563-0003,2ATH00563-0003,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00564-0001,2ATH00564-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00565-0001,2ATH00565-0001,PAOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQ",2ATH00565-0003,2ATH00565-0003,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00566-0001,2ATH00566-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00567-0001,2ATH00567-0001,XBODDT,NO,YES,NO
"TUBE ASSEMBLY, LIQ",2ATH00567-0003,2ATH00567-0003,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00568-0001,2ATH00568-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00569-0001,2ATH00569-0001,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00570-0001,2ATH00570-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00571-0001,2ATH00571-0001,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00572-0001,2ATH00572-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00573-0001,2ATH00573-0001,PAOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00574-0001,2ATH00574-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00575-0001,2ATH00575-0001,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00576-0001,2ATH00576-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00577-0001,2ATH00577-0001,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00578-0001,2ATH00578-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00579-0001,2ATH00579-0001,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00580-0001,2ATH00580-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00581-0001,2ATH00581-0001,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00582-0001,2ATH00582-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00583-0001,2ATH00583-0001,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00584-0001,2ATH00584-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00585-0001,2ATH00585-0001,XBOZZN,NO,NO,NO
"TUBE,LIQUID COOLING",2ATH00586-0001,2ATH00586-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00587-0001,2ATH00587-0001,XBODDT,NO,YES,NO
"TUBE ASSEMBLY, LIQ",2ATH00587-0003,2ATH00587-0003,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00588-0001,2ATH00588-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00589-0001,2ATH00589-0001,XBODDT,NO,YES,NO
"TUBE ASSEMBLY, LIQ",2ATH00589-0003,2ATH00589-0003,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00590-0001,2ATH00590-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00591-0001,2ATH00591-0001,XBODDT,NO,YES,NO
"TUBE ASSEMBLY, LIQ",2ATH00591-0003,2ATH00591-0003,XBODDT,NO,YES,NO
"TUBE,LIQUID COOLING",2ATH00592-0001,2ATH00592-0001,XBOZZN,NO,NO,NO
"TUBE ASSEMBLY, LIQU",2ATH00593-0001,2ATH00593-0001,XBODDT,NO,YES,NO
"TUBE ASSEMBLY, LIQ",2ATH00593-0003,2ATH00593-0003,XBODDT,NO,YES,NO
